Rank,Title,Status,Study Results,Conditions,Interventions,Outcome Measures,Last Update Posted,URL
457,Preliminary Efficacy and Safety Study of ST101 in Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,Drug: ST101|Drug: Placebo,"Alzheimer's Disease Assessment Scale, Cognitive Subscale (ADAS-cog)|Alzheimer's Disease Cooperative Study - Activities of Daily Living (ADCS-ADL)|Neuropsychiatric Inventory (NPI)|Alzheimer's Disease Cooperative Study- Clinical Global Impression (ADCS-CGI)",07-Jun-12,https://ClinicalTrials.gov/show/NCT00842673
458,An Efficacy and Safety Study of Galantamine for the Treatment of Patients With Alzheimer's Disease.,Completed,No Results Available,Alzheimer Disease,Drug: galantamine,"Change from baseline to the end of the study in the Alzheimer's Disease Assessment Scale - Japan cognitive subscale (ADAS-J cog) and the Clinician's Interview-Based Impression of Change plus - Japan (CIBIC plus-J)|Change from baseline to the end of the study in CIBIC plus-J subscales (Disability Assessment for Dementia [DAD], Behavioral Pathology in Alzheimer's Disease Rating Scale [Behave-AD], the Mental Function Impairment Scale [MENFIS ]).",17-May-11,https://ClinicalTrials.gov/show/NCT00301574
459,Safety and Efficacy of MEM 3454 Versus Placebo in Patients With Mild to Moderate Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,Drug: MEM 3454,,06-May-08,https://ClinicalTrials.gov/show/NCT00454870
460,Safety and Efficacy of MEM 1003 Versus Placebo in Patients With Mild to Moderate Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,Drug: MEM 1003|Drug: Placebo for MEM 1003,"Cognitive function|Other Cognitive Assessments, activities of daily living, functional assessments and safety",06-May-08,https://ClinicalTrials.gov/show/NCT00257673
461,Imaging Tau in Alzheimer's Disease and Normal Aging,Completed,No Results Available,Alzheimer's Disease,Drug: 18F-THK-5351|Procedure: Lumbar Puncture (optional),"Change in 18F-THK-5351 uptake value ratio|Change in CSF concentration of inflammatory markers|Change in CSF concentration of ë_-amyloid , tau and phospho-tau",16-May-18,https://ClinicalTrials.gov/show/NCT02884492
462,AIT-082 Phase 1B Study,Completed,No Results Available,Memory Disorders,Drug: AIT-082,,11-Dec-09,https://ClinicalTrials.gov/show/NCT00000180
463,Markers of Alzheimers Disease After Propofol or Isoflurane Anesthesia,Completed,No Results Available,General Anesthesia,Drug: Propofol|Drug: Isoflurane,"Ratio of cerebrospinal fluid tau to amyloid beta|the relationship between anesthetic exposure and CSF biomarker changes|the relationship between anesthetic exposure and CSF biomarker changes, and demographics (age, gender, and race)|the relationship between CSF biomarker changes and serum markers of metabolic and/or inflammatory status|the relationship between anesthetic exposure and biomarker changes and serum markers of metabolic and/or inflammatory status|the relationship between anesthetic exposure and biomarker changes and neuroimaging results obtained as dictated by routine standard of care|the relationship between anesthetic exposure and biomarker changes and depth of anesthesia, based on average BIS (bispectral index) monitoring signal|the relationship between anesthetic exposure and biomarker changes and the time of day that surgery is performed|the relationship between anesthetic exposure and biomarker changes with genetic polymorphisms in ApoE (apolipoprotein E) and other genes related to inflammation, metabolism, brain function and/or Alzheimer's disease",04-Aug-15,https://ClinicalTrials.gov/show/NCT01640275
464,Stroke Study: Operative Strategies to Reduce Cerebral Embolic Events During Coronary Artery Bypass Surgery,Completed,No Results Available,Stroke,Procedure: No aortic clamping|Procedure: partial occluding clamp|Procedure: single cross clamp|Procedure: cross clamp and partial occluding clamp,Cerebral embolic events measured via transcranial doppler ultrasound|Neurocognitive dysfunction,24-Jan-17,https://ClinicalTrials.gov/show/NCT01502683
465,Ketasyn In Age-Associated Memory Impairment,Completed,No Results Available,Age-Associated Memory Impairment,Drug: Ketasyn,"Changes in Psychologix and Cogscreen Test Batteries, RAVLT (Rey Auditory Verbal Learning Test)|Self-reported memory improvement",11-Dec-09,https://ClinicalTrials.gov/show/NCT00355550
466,Mind-motor Exercise in Older Adults With Type 2 Diabetes and Self-reported Cognitive Complaints,Completed,No Results Available,Type 2 Diabetes Mellitus,Behavioral: Square-stepping exercise,Global Cognitive Functioning|Memory composite score|Reasoning composite score|Concentration composite score|Planning (executive functioning) composite score|Gait Speed|Prosaccade reaction time|Antisaccade reaction time|Prosaccade direction errors|Antisaccade direction errors,07-Mar-17,https://ClinicalTrials.gov/show/NCT02292511
467,"Clinical Trial on Alzheimer Disease, Presbycusis and Hearing Aids",Completed,No Results Available,Alzheimer Disease|Presbycusis,Device: Hearing aids used : PHONAK Savia and Valeo,"Cognitive benefit evaluated thanks to the ADAS-Cog scale|Cognitive scales: MMSE, Grober and Buschke, Digit symbol test|Behavioural scales: IADL, NPI|Quality of life scales: Zarit scale and ADRQL|Consumption questionnaire",30-Aug-16,https://ClinicalTrials.gov/show/NCT00488007
468,A Non-drug Methods Study in Participants With Alzheimer's Disease,Completed,Has Results,Alzheimer's Disease,Other: PET scan using florbetapir|Other: MRI Scan,Change From Baseline in Volumetric Magnetic Resonance Imaging (vMRI) - Brain Boundary Shift Integral (BBSI) and Ventricular Boundary Shift Integral (VBSI)|Change From Baseline in Volumetric Magnetic Resonance Imaging (vMRI) - Hippocampus Volume Average Percent (%) Change (Chg)|Change From Baseline in Resting State Functional Magnetic Resonance Imaging (rsfMRI)|Change From Baseline in Diffusion Tensor Imaging (DTI) Using Fractional Anisotropy (FA)|Change From Baseline in Diffusion Tensor Imaging (DTI) Using Mean Diffusivity (MD)|Baseline Brain Amyloid Load Using Positron Emission Tomography (PET) and Florbetapir|Number of Participants With Vasogenic Edema on MRI Scan at a Field Strength of 3 Tesla (3T)|Number of Participants With Microhemorrhage on MRI Scan at a Field Strength of 3T|Change From Baseline in the Mini Mental State Examination (MMSE) Total Score|Change From Baseline in the Alzheimer's Disease Assessment Scale Extended Cognitive Subscale (ADAS-Cog14) Total Score|Change From Baseline in the Clinical Dementia Rating (CDR) Total Score,13-Feb-17,https://ClinicalTrials.gov/show/NCT01459016
469,Donepezil in Preventing Delirium in Hospitalized Elderly,Completed,No Results Available,Postoperative Complications|Delirium,Drug: Donepezil,"Postoperative cumulative incident cases of delirium, as defined by the Confusion Assessment Method (CAM) administered at baseline prior to surgery and daily until discharge|delirium severity as measured by the Memorial Delirium Assessment Scale (MDAS)|Cognitive status as measured by the Mini Mental Status Exam (MMSE)|behavioral status using the Rating Scale for Aggressive Behavior in the Elderly (RAGE)|length of stay in hospital postoperatively|discharge site|adverse effects|use of psychotropic medications",03-Mar-08,https://ClinicalTrials.gov/show/NCT00182884
470,Brain Uptake of GSK1034702: a Positron Emission Tomography (PET) Scan Study,Completed,No Results Available,Cognitive Disorders,Drug: GSK1034702,Volume of distribution of [11C]GSK1034702 at tracer and pharmacological doses.|The kinetic rate constants at tracer and pharmacological doses.|GSK1034702 PK parameters: Cmax; tmax; AUC(0-t).|Safety and tolerability endpoints consisting of: AEs; 12-lead ECG; 12 lead digital Holter and lead II telemetry; vital signs; clinical laboratory evaluations.,27-Jun-17,https://ClinicalTrials.gov/show/NCT00937846
471,The Effect of Different Sedation Regimes on Cognitive Function in Lower Gastrointestinal System Endoscopy,Completed,No Results Available,Gastrointestinal Dysfunction|Alteration of Cognitive Function,Drug: Midazolam|Drug: Meperidine|Drug: Remifentanil|Drug: Propofol,Change in Cognitive Function|Change in VAS scores|Change in Heart rate|Change in Mean arterial pressure|Change in Peripheral oxygen saturaion,01-Jul-15,https://ClinicalTrials.gov/show/NCT02486328
472,Working Memory Training in Huntington's Disease,Completed,No Results Available,Huntington's Disease,Behavioral: Cogmed QM,"Adherence to training (defined by completing the intervention within the recommended time frame)|Digit Span subtest from the Wechsler Memory Scales - third edition|Spatial Span subtest from the Wechsler Memory Scales - third edition|Auditory Working Memory from the Woodcock Johnson Tests of Cognitive Ability - third edition|Symbol span subtest from the Wechsler Memory Scales - fourth edition, reported in raw score units (total correct responses)|Verbal Fluency subtest from the Delis-Kaplan Executive Function System|Symbol Digits Modalities Test (oral administration)|Word List Learning from the Hopkins Verbal Learning Test -Revised|Trail Making Test - Parts A and B",10-Oct-16,https://ClinicalTrials.gov/show/NCT02926820
473,Phenytoin and Driving Safety,Completed,No Results Available,Cognitive Measures|Driving Simulator Performance,Drug: Phenytoin,Number of driving simulator crash events|Measures of cognition assessed in the on-phenytoin condition,10-May-17,https://ClinicalTrials.gov/show/NCT00581893
474,Adjunctive Treatment for Decreasing Symptoms of Schizophrenia,Completed,No Results Available,Schizophrenia|Schizoaffective Disorder,Drug: d-cycloserine|Drug: glycine|Drug: placebo,"changes from baseline in negative symptoms measured on SANS at 4,8,12 and 16 weeks.|change from baseline on neurocognitive battery measured at 16 weeks.|change in psychotic and depressive symptoms measured at 4,8,12, and 16 weeks.|changes in extrapyramidal side effects at 4,8,12 and 16 weeks.",25-Nov-13,https://ClinicalTrials.gov/show/NCT00222235
475,Effects of Biofeedback in Patients With Acute Cerebral Infarction,Completed,No Results Available,"Acute Ischemic Stroke|Biofeedback|Autonomic Dysfunction, Cognitive Function|Psychological Distress",Behavioral: heart rate variability biofeedback,Changes from Baseline Psychological distress (Anxiety and Depression) at 1 and 3 months|Changes from Baseline Cognitive function at 1 and 3 months|Changes from Baseline Capabilities of Activities of Daily Living at 1 and 3 months|Changes from Baseline Autonomic function (Heart rate variability) at 1 and 3 months,04-May-18,https://ClinicalTrials.gov/show/NCT03516227
476,The Role of Perioperative Ventilation (Gas Exchange) During Intrabdominal Surgery on Cognitive Function,Completed,No Results Available,Response to Hyperoxia|Hypocapnia,Procedure: mechanical ventilation,Cognitive function|Psychological Changes|Pain perception,22-Sep-16,https://ClinicalTrials.gov/show/NCT02267031
477,"The Effect of Nicotine on Arousal, Cognition and Social Cognition in Young and Elderly Healthy Subjects.",Completed,No Results Available,Schizophrenia|Cognition Disorders,Other: A643 (nicotine)|Drug: placebo,"To investigate the effect of nicotine on measures of arousal and event related potentials, especially the P50 auditory evoked potential, as well as standard cognitive tasks and social cognition.|Nicotine exposure",20-Mar-12,https://ClinicalTrials.gov/show/NCT01181934
478,Efficacy Study of a ZT-1 Implant in Patients Suffering From Alzheimer's Disease,Completed,No Results Available,Moderate Alzheimer's Disease,Drug: ZT-1|Drug: Donepezil,Change in the MMSE score from baseline to week 25|Responder rate as defined by at least 2 points improvement in the MMSE score;|Change on the ADAS-Cog 11 items subscale;|Change in the NPI-Q;|Change on the IADL scale;|Patient's convenience questionnaire.,14-Jan-15,https://ClinicalTrials.gov/show/NCT00423228
479,Metabolic Cerebral Imaging in Incipient Dementia (MCI-ID),Completed,No Results Available,Dementia,Procedure: FDG-PET brain scan,"change from baseline in neuropsychological (cognitive,functional) test results|utilization of healthcare resources|PET results, compared with working diagnoses made before and after time of PET|rates of prescription of AD-specific therapies",02-May-17,https://ClinicalTrials.gov/show/NCT00329706
480,Investigation Into Delay to Diagnosis of Alzheimer's Disease With Exelon (InDDEx),Completed,No Results Available,Alzheimer Disease|Cognition Disorders,Drug: Rivastigmine,,09-Dec-05,https://ClinicalTrials.gov/show/NCT00000174
481,Subclinical Hypothyroidism and Mind in the Elderly,Completed,No Results Available,Subclinical Hypothyroidism,Drug: levothyroxine sodium|Drug: excipient without levothyroxine (placebo),"Change in cognitive ability measured by NEUROPSI increase of 10 points|ejection fraction, left ventricular diastolic capacity|Lipid profile and body composition by DEXA|clinical assessment v.g. significant changes in cardiac frequency and rhythm (if needed able to take EKG to confirm)|Free tiroxina and TSH (assessed by investigator other than treatment physician)|Changes in EKG",28-Jun-12,https://ClinicalTrials.gov/show/NCT00921050
482,Enhancing Synaptic Plasticity and Cognition in Schizophrenia,Completed,No Results Available,Schizophrenia,Other: Exercise|Other: TableSoccer,Hippocampal volume|Verbal Learning Memory|Positive and negative symptoms,27-May-15,https://ClinicalTrials.gov/show/NCT01776112
483,"The Effect of Nicotine on Arousal, Cognition and Social Cognition in Schizophrenic Patients",Completed,No Results Available,Schizophrenia|Cognition Disorders,Other: A643 (nicotine)|Drug: placebo,"Event related potentials (P50, P300, N100) and measures of standard cognition and social cognition|Nicotine exposure",20-Mar-12,https://ClinicalTrials.gov/show/NCT01186471
484,Evaluation of Consumption Safety and Effect of Mulberry Leaves and Vietnamese Coriander Based Instant Polyherbal Porridge on Working Memory and Bone Formation Markers,Completed,No Results Available,Healthy,Dietary Supplement: Placebo|Dietary Supplement: MP 50 mg/day|Dietary Supplement: MP 1500 mg/day,"Attention (N100) and cognitive processing (P300) determine by using Event Related Potential (Auditory oddball paradigm).|Accuracy and time response of working memory by using computerized batteries test (CDR)|Bone formation marker by using serum calcium, serum alkaline phosphatase and serum osteocalcin|Acetylcholinesterase and monoamine oxidase type A ,B activities in serum|Psychological symptom by using SCL-90 questionnaire|Consumption safety of MP product by using the electrocardiogram (ECG), hematology, blood chemistry and blood pressure measurement.",01-Mar-16,https://ClinicalTrials.gov/show/NCT02562274
485,Effect of AQW051 on Cognitive Function in Patients With Chronic Stable Schizophrenia,Completed,No Results Available,Schizophrenia Disorders,"Drug: Placebo (single and multiple doses)|Drug: AQW051 2 mg (single and multiple doses)|Drug: AQW051 15mg (single and multiple doses)|Drug: AQW051 100mg (single dose), and 50mg (multiple doses)","Effects of single oral doses of AQW051 versus placebo on cognitive function as measured by selected CogState tests|Effects of single oral doses of AQW051 versus placebo on cognitive function as measured by selected MATRICS Consensus Cognitive Battery (MCCB) tests|Effects of multiple oral doses of AQW051 versus placebo on cognitive function as measured by selected CogState tests and selected MCCB tests|Correlation of the cognitive domains measured by MCCB versus CogState|Pharmacokinetics, safety and tolerability of single and multiple doses of AQW051 as compared to placebo",14-Mar-13,https://ClinicalTrials.gov/show/NCT01163227
486,Study of Social Cognition by Morphological and Functional Imaging in Multiple Sclerosis Patients,Completed,No Results Available,Multiple Sclerosis,Other: Brain MRI - Clinical and cognitive evaluation|Device: MRI,Brain activation networks during MRI|Reduction of volume of deep brain structures and reduction of cortical thickness|White matter skeleton on Fractional Anisotropy (FA) maps established by voxel-based.,04-Apr-17,https://ClinicalTrials.gov/show/NCT02290587
487,Clinical Trial of Dipyridamole in Schizophrenia,Completed,No Results Available,Schizophrenia|Schizoaffective Disorder|Schizophreniform Disorder,Drug: Dipyridamole|Other: Olanzapine,"To provide preliminary estimates of effect sizes of dipyridamole on positive symptoms, negative symptoms, and cognitive deficits differ between schizophrenia patients treating with dipyridamole, and schizophrenia patients treated with olanzapine.|To determine if dipyridamole, a clinically available adenosine agonist, has efficacy for treating positive and negative symptoms and cognitive deficits of schizophrenia.",14-Jan-13,https://ClinicalTrials.gov/show/NCT00349973
488,Mindful Awareness Program for the Prevention of Dementia: A Randomized Controlled Trial,Completed,No Results Available,Dementia,Behavioral: Mindful Awareness Program|Behavioral: Health Education Program,Change from baseline Mini-Mental State Examination (MMSE) at 3 months and 9 months|Change from baseline Clinical Dementia Rating (CDR ) at 3 months and 9 months|Change from baseline Rey Auditory Verbal Learning Test (RAVLT) at 3 months and 9 months|Change from baseline Digit Span Task at 3 months and 9 months|Change from baseline Colour Trails Tests (CTT) at 3 months and 9 months|Change from baseline Block Design at 3 months and 9 months|Change from baseline Semantic Verbal Fluency (Animals) at 3 months and 9 months|Change from baseline fMRI scan at 3 months|Change from baseline Biomarkers: blood sample at 3 months and 9 months|Change from baseline Biomarkers: urine sample at 9 months|Change from baseline Biomarker - fecal sample at 3 months and 9 months|Change from baseline Biomarker - saliva sample at 3 months and 9 months|Change from baseline Basic Health Screen at 3 months and 9 months|Change from baseline Activities of daily Living (ADL) at 3 months and 9 months|Change from baseline Instrumental Activities of Daily Living (IADL) at 3 months and 9 months|Change from baseline Geriatric Depression Scale (GDS) at 3 months and 9 months|Change from baseline Geriatric Anxiety Inventory (GAI) at 3 months and 9 months,18-Aug-15,https://ClinicalTrials.gov/show/NCT02286791
489,Multiple Ascending Doses of PF-04958242 in Subjects With Stable Schizophrenia,Completed,Has Results,Schizophrenia,Drug: PF-04958242|Drug: Placebo,"Maximum Observed Plasma Concentration (Cmax) (Single Dose)|Cmax (Steady State)|Time for Cmax (Tmax) (Single Dose)|Tmax (Steady State)|Area Under the Concentration-Time Profile From Time 0 to Time Tau (ìã), the Dosing Interval, Where ìã = 12 Hours (AUCìã) (Single Dose)|AUCìã (Steady State)|Apparent Oral Clearance (CL/F) (Steady State)|Apparent Volume of Distribution (Vz/F) (Steady State)|Terminal Half-Life (t1/2) (Steady State)|Observed Accumulation Ratio (Rac) (Steady State)|Observed Accumulation Ratio for Cmax (Rac, Cmax) (Steady State)|Peak-to-Trough Ratio at Steady State (PTR)|Number of Participants With Abnormal Clinical Laboratory Measurements|Number of Participants With Vital Signs Data Meeting Criteria of Potential Clinical Concern|Number of Participants With Electrocardiogram Data Meeting Criteria of Potential Clinical Concern|Number of Participants With Abnormalities in Neurological Examination|Number of Participants With Abnormalities in Physical Examination|Number of Participants With Adverse Events (AEs)|Number of Participants With Positive Response to Columbia-Suicide Severity Rating Scale (C-SSRS)",14-Jun-16,https://ClinicalTrials.gov/show/NCT02332798
490,Short Term Efficacy and Safety of Perispinal Administration of Etanercept in Mild to Moderate Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,"Biological: Etanercept|Dietary Supplement: Curcum.Luteol.Theaflav.Lip.Acid,FishOil,Quercet.,Resveratr.",Difference in effects of treatment for 6 weeks with etanercept + nutritional supplements versus nutritional supplements alone on the Mini-Mental Status Examination (MMSE) score.|Difference in the effects of treatment for 6 weeks with etanercept + nutritional supplements versus nutritional supplements alone on the Alzheimer's Disease Assessment Scale-Cognitive Subscale (ADAS-cog) score.|Difference in the effects of treatment for 6 weeks with etanercept + nutritional supplements versus nutritional supplements alone on the Montreal Cognitive Assessment (MoCA) score.,12-May-16,https://ClinicalTrials.gov/show/NCT01716637
491,AST-120 Used to Treat Mild Hepatic Encephalopathy,Completed,No Results Available,Mild Hepatic Encephalopathy,Drug: AST-120,"Neurocognitive improvement, defined as the change in the global summary score of the RBANS at Week 8 compared to Baseline.",18-Jun-14,https://ClinicalTrials.gov/show/NCT00867698
492,Evaluation of a Cognitive Adaptive E-treatment in Schizophrenia-diagnosed Adults,Completed,No Results Available,Schizophrenia,Other: Plasticity-based Cognitive Training|Other: Non-plasticity-based Training,"Evaluation of the effects of plasticity-based, adaptive cognitive remediation on cognitive abilities, functional status and quality of life.|Demonstration of equivalency in safety effects reported between treatment groups.",08-Feb-16,https://ClinicalTrials.gov/show/NCT01422902
493,"Pulmonary Rehabilitation: Effects on Cognitive Functioning, Mood, Anxiety, and Quality of Life in Patients With COPD",Completed,No Results Available,Chronic Obstructive Pulmonary Disease COPD,Other: Extensive Pulmonary Rehabilitation Program,Change in Objective Cognitive functioning|Change in Mood and Anxiety|Change in Quality of Life|Change in 6 Minute Walking distance Test(6-MWT)|Change in Subjective Cognitive Functioning|Adherence to pulmonary rehabilitation|Change in Fatigue|Dropout from pulmonary rehabilitation,31-Oct-17,https://ClinicalTrials.gov/show/NCT01682447
494,Recovery From General Anesthesia,Completed,No Results Available,"Anesthesia, General|Recovery Period, Anesthesia",Procedure: BIS monitoring,Cognitive function|Inflammation|Memory function|Depression|Anxiety,17-Apr-07,https://ClinicalTrials.gov/show/NCT00165971
495,"Problem Adaptation Therapy (PATH) vs. Supportive Therapy in Treating Depressed, Cognitively Impaired Older Adults",Completed,Has Results,Depression,Behavioral: PATH|Behavioral: ST-CI,Montgomery Asberg Depression Scale (MADRS)|WHO Disability Assessment Schedule (WHODAS)-II|Hamilton Depression Rating Scale|Sheehan Disability Scale.,24-Jul-17,https://ClinicalTrials.gov/show/NCT00368940
496,Cognitive Rehabilitation in Parkinson's Disease,Completed,Has Results,Parkinson's Disease,Behavioral: PC based training,"Reaction Time and Variability for Movement Task|Neuropsychological Measures of Cognitive Function, Including Reaction Time and Time to Completion|Task Errors and Variability|Functional Dexterity Test (FDT)|Symbol Digit Modality Test (SDMT)",11-Oct-16,https://ClinicalTrials.gov/show/NCT01085968
497,An Efficacy and Safety Study of Galantamine for the Treatment of Patients With Alzheimer's Disease,Completed,Has Results,Alzheimer's Disease,Drug: Placebo|Drug: Galantamine 16 mg/day|Drug: Galantamine 24 mg/day,Change From Baseline in the Alzheimer's Disease Assessment Scale - Japan Cognitive Subscale (ADAS-J Cog)|Distribution of Clinician's Interview-Based Impression of Change Plus - Japan (CIBIC Plus-J)|Change From Baseline in the Disability Assessment for Dementia (DAD)|Change From Baseline in the Behavioral Pathology in Alzheimer's Disease Rating Scale (Behave-AD)|Change From Baseline in the Mental Function Impairment Scale (MENFIS),17-Apr-14,https://ClinicalTrials.gov/show/NCT00814801
498,Risk Assessment for Postoperative Delirium,Completed,No Results Available,Postoperative Delirium,Other: Tablet computer application,Incidence of POD.|Severity of POD.,25-Apr-18,https://ClinicalTrials.gov/show/NCT02377115
499,Endothelial Facilitation in Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,Drug: Simvastatin + L-Arginine + Tetrahydrobiopterin,Increase in regional cerebral blood flow over 4 months on studied medications|Psychometric evaluation,06-Mar-18,https://ClinicalTrials.gov/show/NCT01439555
500,Clinical Trial of CNS-targeted HAART (CIT2),Completed,Has Results,HIV Infections,Drug: FDA Approved Antiretroviral Therapy (see list below),Neuropsychological Performance Change,23-Apr-14,https://ClinicalTrials.gov/show/NCT00624195
501,Effectiveness of Methylphenidate in Improving Cognition and Function in Older Adults With Depression,Completed,Has Results,Depression,Drug: Citalopram|Drug: Methylphenidate (MPH)|Drug: Placebo,Hamilton Depression Rating Scale (HDRS) Maintained Scores at Week 16|Quality of Life Assessment,11-Jan-18,https://ClinicalTrials.gov/show/NCT00602290
502,Clinical Trial of Gabapentin to Improve Postoperative Pain in Surgical Patients,Completed,No Results Available,Postoperative Pain,Drug: Gabapentin,Postoperative delirium and cognitive decline|Postoperative opioid doses and pain scores,15-Jul-15,https://ClinicalTrials.gov/show/NCT00221338
503,A Study to Determine if Carbon Dioxide Lavage During Total Knee Surgery Reduces Intraoperative Embolic Events,Completed,Has Results,Postoperative Complications|Memory Disorders,Device: pulsatile saline lavage|Device: carbon dioxide lavage,The Number of Cerebral Emboli During Surgery as Measured by Transcranial Doppler (TCD)|Number of Patients With Emboli in the High Category|Changes in Neurocognitive Tests Following Surgery|Delirium During Hospital Stay|Changes in Pulmonary and Renal Function|Cardiac Injury|Systemic Inflammatory Response (SIRS) Markers|Biomarkers of Neuronal Damage,19-Apr-13,https://ClinicalTrials.gov/show/NCT00736125
504,Evaluating Neuroprotection in Aneurysm Coiling Therapy,Completed,Has Results,Stroke,Drug: NA-1|Drug: Placebo,Volume of New FLAIR Lesions(MRI)|Number of New DWI Lesions (MRI)|Number of New FLAIR Lesions (MRI)|Volume of New DWI Lesions (MRI)|National Institutes of Health Stroke Scale (NIHSS).|Modified Rankin Scale (mRS).,17-Oct-13,https://ClinicalTrials.gov/show/NCT00728182
505,fMRI Guided TMS Enhancement of Associative Memory Networks,Completed,No Results Available,Epilepsy,Device: MagStim RapidStim2,Change in score on cognitive testing face recognition task|fMRI Connectivity,17-May-18,https://ClinicalTrials.gov/show/NCT02749422
506,Impact of Remote Ischemic Preconditioning Preceding Coronary Artery Bypass Grafting on Inducing nEuroprotection,Completed,No Results Available,Brain Ischemia|Postoperative Confusion,Procedure: Remote ischemic preconditioning|Procedure: Control,Composite structural and functional neurological outcome|Brain connectivity profiles|Peri-operative brain injury|Postoperative neurocognitive decline,25-Apr-18,https://ClinicalTrials.gov/show/NCT02177981
507,Varenicline Adjunctive Treatment in Schizophrenia,Completed,Has Results,Schizophrenia|Schizoaffective Disorder|Schizophreniform Disorder,Drug: Varenicline|Drug: Placebo,"Hamilton Depression Rating Scale (Ham-D)|Memory Saccadic Positional Error, Degrees|Predictive Pursuit Gain|Maintenance Pursuit Gain|Digit Symbol Test|Conner's Continuous Performance Test (CPT) Detectability Score|Antisaccade Error Rates|P50",04-Jan-18,https://ClinicalTrials.gov/show/NCT00492349
508,Improving Caregiver Mediated Medication Management- The 3M Study,Completed,No Results Available,Medication Management,Behavioral: Intervention,Medication management assessed by investigator developed Medication Deficiency Checklist- post-treatment|Medication management-assessed by investigator developed Medication Deficiency Checklist- post maintenance|Medication management-assessed by investigator developed Medication Deficiency Checklist- post followup|Patient outcomes- medical utilization-Investigator developed Unscheduled Event Checklist|Caregiver outcome- Improved quality of life via Medical Outcome Short Form (SF-36),04-May-17,https://ClinicalTrials.gov/show/NCT03127930
509,Exercise Treatment of Mild-Stage Probable Alzheimer's Disease,Completed,No Results Available,Alzheimer Disease|Memory Disorders|Dementia,Behavioral: Participation in a monitored exercise program|Behavioral: Personalized aerobic and strength training.,"For the intervention group: Change in cognitive performance relative to baseline|Group differences in cognitive performance following intervention and relative to wait-list control group|For the intervention group: Change in attitudes, including self-report of well-being and cognitive abilities relative to baseline|Group differences in attitudes, including self-report of well-being, following intervention and relative to wait-list control group|For the intervention group: Change in knowledgeable informant's ratings of function, behavior, and attitudes|Group differences in knowledgeable informant's ratings of function, behavior, and attitudes following intervention and relative to wait-list control group",11-May-11,https://ClinicalTrials.gov/show/NCT00403507
510,Risk Evaluation and Education for Alzheimer's Disease,Completed,No Results Available,Alzheimer's Disease,Behavioral: APOE Disclosure,Center for Epidemiological Studies-Depression Scale (CES-D)|Beck Anxiety Inventory (BAI)|Impact of Events Scale (IES)|Future Attitudes Scale (FAS)|Positive and Negative Affect Schedule (PANAS),23-Jul-09,https://ClinicalTrials.gov/show/NCT00571025
511,Treatment Resistant Geriatric Depression in Primary Care,Completed,No Results Available,Major Depressive Disorder,Drug: Memantine,Mean Differences in NAAG Levels between Subject Groups at Baseline and Week 8|Relationship of NAAG Levels and MADRS Scores between Subject Groups at Baseline and Week 8|Cognitive Impairment between Subject Groups at Baseline and Week 8,01-Feb-17,https://ClinicalTrials.gov/show/NCT01392287
512,D-cycloserine Augmentation of Cognitive Remediation in Schizophrenia,Completed,Has Results,Schizophrenia,Drug: D-cycloserine|Drug: Placebo|Behavioral: Cognitive Remediation,Measurement and Treatment Research to Improve Cognition in Schizophrenia (MATRICS)|Scale for Assessment of Negative Symptoms (SANS)|Auditory Discrimination Task: Interstimulus Interval (ISI)|Positive and Negative Syndrome Scale (PANSS)|Global Assessment of Functioning Scale (GAS)|Heinrich Quality of Life Scale (QoL)|Calgary Depression Scale for Schizophrenia (CDSS)|Clinical Global Impression (CGI)|Side Effects Checklist (SEC),06-Feb-18,https://ClinicalTrials.gov/show/NCT00963924
513,Hypercapnia: Cognitive Effects and Monitoring,Completed,No Results Available,Hypercapnia|Exercise|Nitrogen Narcosis|Diving|Immersion,Other: NO exercise at depth|Other: exercise at depth,"Is cognitive ability different while resting versus compared to cognitive ability while diving, breathing different gas mixtures and while exercising?|How does exhaled (end tidal) carbon dioxide compare with arterial carbon dioxide?",25-May-16,https://ClinicalTrials.gov/show/NCT01782625
